e71751c1-b90c-4e35-ada5-764522eaed23;"1";"Вызов страха [Cause fear]";"1 круг, некромантия";"1 действие";"60 футов";"В";"Концентрация, вплоть до 1 минуты";"Вы пробуждаете ощущение смертности у одного существа, которое можете видеть в пределах дистанции. Конструкт или нежить невосприимчивы к этому эффекту. Цель должна преуспеть в спасброске по Мудрости, иначе становится напуганной вами пока заклинание не окончится. Напуганное существо может повторять спасброски в конце каждого своего хода, оканчивая эффект на себе при успехе.<br>
<b>На больших уровнях</b>: Когда вы накладываете это заклинание, используя ячейку 2 уровня или выше, вы можете сделать целью дополнительно ещё одно существо за каждый уровень ячейки выше 1. Выбранные существа должны находиться в пределах 30 футов друг от друга. <br>";"колдун(XGE)"
7cca9a3f-1da3-4dcf-b0f0-64707dc4361d;"3";"Газообразная форма [Gaseous form]";"3 круг, преобразование";"1 действие";"Касание";"В, С, М";"Концентрация, вплоть до 1 часа";"(кусок марли и клуб дыма)Вы превращаете на время действия заклинания согласное существо, которого касаетесь, а также все, что оно носит и несет, в туманное облако. Заклинание оканчивается, если хиты существа опускаются до 0. Бестелесные существа не попадают под действие этого заклинания.<br>
Пока цель находится в этой форме, единственной её скоростью перемещения становится скорость полёта 10 футов. Цель может входить в пространство других существ и оставаться там. Существо получает сопротивление немагическому урону, и совершает с преимуществом спасброски Силы, Ловкости и Телосложения. Цель может проходить через небольшие отверстия, узкие щели, но жидкости для неё считаются твердыми поверхностями. Цель не может упасть и остается парить, даже если становится ошеломленной или недееспособной.<br>
Находясь в форме туманного облака, цель не может говорить и манипулировать предметами, и все предметы, которые она несет или носит, нельзя ронять, использовать и вообще как-либо с ними взаимодействовать. Цель не может атаковать и накладывать заклинания.<br>";"колдун"
2aa0adfb-68ca-4527-8127-b1fca86686c9;"3";"Гипнотический узор [Hypnotic pattern]";"3 круг, иллюзия";"1 действие";"120 футов";"С, М";"Концентрация, вплоть до 1 минуты";"(зажжённая палочка благовоний или хрустальный сосуд, заполненный фосфоресцирующим материалом)Вы создаете хитрый разноцветный узор, переплетающийся в воздухе внутри куба с длиной ребра 30 футов, находящегося в пределах дистанции. Узор появляется на краткий миг и исчезает. Все существа в этой области, видящие узор, должны совершить спасбросок Мудрости. При провале существо становится очарованным на время действия заклинания. Будучи очарованным этим заклинанием, существо недееспособно, и его скорость равна 0. Заклинание заканчивается для отдельного существа, если оно получает урон или если кто-то другой действием потрясет его, чтобы вывести из ступора.<br>";"колдун"
c31dcaf3-dd9e-4b96-8967-48efc5b0892c;"3";"Голод Хадара [Hunger of Hadar]";"3 круг, вызов";"1 действие";"150 футов";"В, С, М";"Концентрация, вплоть до 1 минуты";"(маринованное щупальце осьминога)Вы открываете врата в межзвёздную тьму, область, населённую неизвестными кошмарами. Появляется сфера тьмы и холода с радиусом 20 футов, с центром на точке в пределах дистанции, существующая, пока активно заклинание. Эта пустота заполнена какофонией тихих шёпотов и хлюпающих шумов, которые слышно в пределах 30 футов. Никакой свет, ни магический, ни обычный, не может осветить эту местность, и существа, полностью находящиеся в этой области, ослеплены.<br>
Пустота создаёт искажения в ткани пространства, и её местность является труднопроходимой. Все существа, начинающие ход в этой местности, получают урон холодом 2к6. Все существа, оканчивающие ход в этой местности, должны преуспеть в спасброске Ловкости, иначе получают урон кислотой 2к6, так как к ним прикасаются бледные потусторонние щупальца.<br>";"колдун"
4d42bc75-04f3-49b5-9a49-3570e3952b19;"0";"Громовой клинок [Booming blade]";"Трюк, воплощение";"1 действие";"На себя (5-футов радиус)";"С, М";"1 раунд";"(оружие ближнего боя стоимостью не менее 1 см)Вы взмахиваете оружием, выбранным в качестве материального компонента, и совершаете рукопашную атаку оружием против одного существа в пределах 5 футов от вас. При попадании цель подвергается обычному эффекту от атаки этим оружием и покрывается бушующей энергией до начала вашего следующего хода. Если цель добровольно перемещается на 5 футов или более до окончания действия заклинания, она получает 1к8 урона звуком, и действие заклинания заканчивается.<br>
Урон этого заклинания увеличивается, когда вы достигаете определённых уровней. На 5-м уровне рукопашная атака наносит дополнительно 1к8 урона звуком при попадании, а урон, получаемый при перемещении, увеличивается до 2к8. Оба броска урона снова увеличиваются на 1к8 на 11-м уровне (2к8 и 3к8) и на 17-м уровне (3к8 и 4к8).<br>";"колдун(TCE)(SCAG)"
2e6293ec-252e-470e-8a5b-0f5ca202ec3a;"3";"Громовой шаг [Thunder step]";"3 круг, вызов";"1 действие";"90 футов";"В";"Мгновенная";"Вы телепортируете себя в незанятое пространство, которое вы можете видеть в пределах дистанции. Сразу после того, как вы исчезли, раздается раскат грома, и каждое существо в радиусе 10 футов от покинутого пространства должно совершить спасбросок Телосложения, получив 3к10 урона звуком при провале или половину этого урона при успехе. Гром слышен на расстоянии до 300 футов.<br>
Вы можете взять с собой предметы, если их вес не превышает ваш максимальный переносимый вес. Вы также можете взять с собой одно согласное существо, с размером не больше вашего, которое тоже может нести дозволенный вес предметов. При накладывании заклинания существо должно находиться в пределах 5 футов от вас, также должно быть незанятое пространство в пределах 5 футов от вашей точки назначения, где существо должно появиться";"колдун(TCE)(SCAG)"
8480670c-80d1-4d88-9b78-49307b3e7f27;"5";"Далёкий шаг	 [Far step]";"5 круг, вызов";"1 бонусное действие";"На себя";"В";"Концентрация, вплоть до 1 минуты";"Вы телепортируетесь до 60 футов в свободное пространство, видимое вами. Вы можете каждый ваш ход до окончания действия заклинания бонусным действием телепортироваться таким образом снова. <br>";"колдун(XGE)"
6fa942e5-6310-4c65-941a-f9119213e4ca;"8";"Демиплан [Demiplane]";"8 круг, вызов";"1 действие";"60 футов";"С";"1 час";"Вы создаёте тёмную дверь на твёрдой плоской поверхности, которую вы видите в пределах дистанции. Дверь достаточно большая, чтобы существа Среднего размера могли свободно проходить через неё. Если дверь открыть, она будет вести в демиплан, который выглядит как пустая комната по 30 футов во всех измерениях, построенная из дерева или камня. Когда заклинание заканчивается, дверь исчезает, а существа и предметы, находящиеся в демиплане, остаются запертыми там, так как дверь исчезает и с другой стороны тоже.<br>
Каждый раз, когда вы накладываете это заклинание, вы либо создаёте новый демиплан, либо соединяете дверь с демипланом, созданным предыдущим накладыванием этого заклинания. Кроме того, если вы знаете природу и содержимое демиплана, созданного этим заклинанием другого существа, вы можете соединить свою дверь с этим демипланом.<br>";"колдун"
f078560b-5f05-4ee5-835e-50a7d010c9d8;"1";"Доспех Агатиса [Armor of Agathys]";"1 круг, ограждение";"1 действие";"На себя";"В, С, М";"1 час";"(чашка воды)Вас окружает защитное магическое поле, проявляющееся в виде призрачной изморози, покрывшей вас и ваше снаряжение. Вы получаете 5 временных хитов на период действия заклинания. Если существо попадает по вам рукопашной атакой, пока у вас есть эти хиты, оно получает 5 урона холодом.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 2-го уровня или выше, и временные хиты и урон холодом увеличиваются на 5 за каждый уровень ячейки выше первого.<br>";"колдун"
3f72d0c2-6ece-4fd9-ab75-d1f1a4f049ac;"2";"Дребезги [Shatter]";"2 круг, воплощение";"1 действие";"60 футов";"В, С, М";"Мгновенная";"(кусочек слюды)Громкий звонкий звук исходит из выбранной вами точки в пределах дистанции. Все существа в сфере с радиусом 10 футов с центром на этой точке должны совершить спасбросок Телосложения. При провале существо получает урон звуком 3к8, или половину этого урона при успехе. Существа, изготовленные из неорганической материи, такой как камень, кристалл или металл, совершают этот спасбросок с помехой.<br>
Немагические предметы, которые не несут и не носят, тоже получают урон, если находятся в области заклинания.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 3 уровня или выше, урон увеличивается на 1к8 за каждый уровень ячейки выше второго.<br>";"колдун"
58051856-b5bf-4d36-82ee-94e942adb4fb;"0";"Дружба [Friends]";"Трюк, очарование";"1 действие";"На себя";"С, М";"Концентрация, вплоть до 1 минуты";"(небольшое количество грима, наносимое на лицо при накладывании этого заклинания)Пока заклинание активно, вы совершаете с преимуществом все проверки Харизмы, направленные на одно выбранное вами существо, не враждебное по отношению к вам. Когда заклинание оканчивается, существо понимает, что вы влияли на её отношение с помощью магии, и становится враждебным по отношению к вам. Существо, склонное к насилию, может напасть на вас. Другие могут требовать другого возмездия (решает Мастер), в зависимости от отношений, сложившихся между вами.<br>";"колдун"
9cc1ec5d-2915-49d4-b083-17de6d1e365e;"2";"Заимствованные знания [Borrowed Knowledge]";"2 круг, прорицание";"1 действие";"На себя";"В, С, М";"1 час";"(книга стоимостью не менее 25 зм)Вы черпаете знания у духов прошлого.<br>
Выберите один навык, которым вы не владеете. На время действия заклинания вы получаете владение выбранным навыком. Заклинание заканчивается раньше, если вы накладываете его снова.<br>";"колдун"
"Вы создаёте магические оковы";"Заточение [Imprisonment]";"Вы создаёте магические оковы круг, удерживающие существо";"1 минута";"30 футов";"В, С, М";"Пока не рассеется";"(рисунок или резная статуэтка, изображающая цель, и особый компонент, зависящий от выбранной версии заклинания, стоящий как минимум 500 зм за каждую Кость Хитов цели)Вы создаёте магические оковы, удерживающие существо, видимое вами в пределах дистанции. Цель должна преуспеть в спасброске Мудрости, иначе она станет скованной заклинанием";"колдун"
e3985738-9113-42a8-a557-701aec2f10b0;"1";"Защита от зла и добра [Protection from evil and good]";"1 круг, ограждение";"1 действие";"Касание";"В, С, М";"Концентрация, вплоть до 10 минут";"(святая вода или порошок серебра и железа, расходуемые заклинанием)Пока заклинание активно, одно согласное существо, которого вы коснулись, защищено от существ следующих видов: аберрации, исчадия, небожители, нежить, феи и элементали.<br>
Защита предоставляет несколько преимуществ. Данные существа совершают с помехой броски атаки по цели. Цель также не может быть очарована, испугана и одержима ими. Если цель уже очарована, испугана или одержима таким существом, цель совершает последующие спасброски от таких эффектов с преимуществом.<br>";"колдун"
7b85148d-4d4a-40d0-8744-e88af817cff4;"0";"Защита от оружия [Blade ward]";"Трюк, ограждение";"1 действие";"На себя";"В, С";"1 раунд";"Вы протягиваете руку и рисуете в воздухе ограждающий знак. Вы получаете до конца своего следующего хода сопротивление дробящему, колющему и рубящему урону, причиненному атаками оружием.<br>";"колдун"
fa5e265c-c0dc-4e64-bbcd-9f15a7af1b0a;"4";"Изгнание [Banishment]";"4 круг, ограждение";"1 действие";"60 футов";"В, С, М";"Концентрация, вплоть до 1 минуты";"(неприятный для цели предмет)Вы пытаетесь послать одно существо, которое видите в пределах дистанции, на другой план существования. Цель должна преуспеть в спасброске Харизмы, иначе будет изгнана.<br>
Если цель родом с того плана существования, на котором находитесь вы, вы изгоняете её в безопасный демиплан. Находясь там, цель недееспособна. Она остается там, пока активно заклинание, после чего возвращается в пространство, из которого исчезла, или ближайшее свободное пространство, если то место занято.<br>
Если цель родом не с того плана существования, на котором находитесь вы, цель изгоняется с негромким хлопком, возвращаясь на свой родной план. Если заклинание окончится раньше чем через 1 минуту, цель возвращается в пространство, из которого исчезла, или ближайшее свободное пространство, если то место занято. В противном случае цель не возвращается.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 5 уровня или выше, вы можете сделать целью одно дополнительное существо за каждый уровень ячейки выше четвертого.<br>";"колдун"
687abf64-45af-44ea-a47b-607715953f13;"3";"Изобилие врагов [Enemies abound]";"3 круг, очарование";"1 действие";"120 футов";"В, С";"Концентрация, вплоть до 1 минуты";"Вы достигаете сознания одного существа, которое вы можете видеть, и заставляете его совершить спасбросок Интеллекта. Существо автоматически преуспевает, если оно невосприимчиво к испугу. В случае неудачного спасброска цель теряет способность отличать друзей от врагов, относясь ко всем существам, которых она может видеть, как к врагам, пока заклинание не закончится. Каждый раз, когда цель получает урон, она может повторить спасбросок, окончив эффект на себе при успехе.<br>
Всякий раз, когда существо под действием заклинания выбирает другое существо в качестве цели, оно должно выбирать цель случайным образом среди существ, которых она может видеть в пределах дистанции атаки, заклинания или других способностей, которые она использует. Если враг провоцирует атаку от существа под действием заклинания, существо должно совершить эту атаку, если это возможно.<br>";"колдун(XGE)"
5380b90c-eb9a-4d90-8329-69ee3b0d06a1;"5";"Инфернальный зов [Infernal calling]";"5 круг, вызов";"1 минута";"90 футов";"В, С, М";"Концентрация, вплоть до 1 часа";"(рубин стоимостью не менее 999 зм)Произнося темное заклинание, вы вызываете дьявола из Девяти Преисподних. Вы выбираете тип дьявола, который должен иметь показатель опасности 6 или ниже, например, шипастый [barbed devil] или бородатый дьявол [bearded devil]. Дьявол появляется в незанятом пространстве, которое вы видите в радиусе действия. Дьявол исчезает, когда его хиты опускаются до 0 или когда заклинание заканчивается.<br>
Дьявол недружелюбен к вам и вашим спутникам. Совершите проверку инициативы за дьявола, который будет совершать свои собственные ходы. Он находится под контролем Мастера и в каждом своем ходу действует в соответствии со своей природой. Дьявол может атаковать вас, если считает, что может победить, или он попытается искусить вас, чтобы вы совершили злой поступок в обмен на небольшую услугу. Параметры существа есть у Мастера.<br>
Каждый ваш ход вы можете попытаться дать вербальную команду дьяволу (действие не требуется).Он подчиняется команде, если вероятный результат соответствует его желаниям, особенно если результат приведет вас ко злу. В противном случае вы должны совершить проверку Харизмы (Обман, Запугивание или Убеждение) против его проверки Мудрости (Проницательность).<br>
Вы совершаете проверку с преимуществом, если произносите истинное имя дьявола. При провале дьявол становится невосприимчивым к вашим вербальным командам на всё время действия заклинания, хотя он всё равно может выполнять ваши команды, если захочет. При успехе дьявол будет выполнять вашу команду, например, — «атакуй моих врагов», «исследуй комнату впереди» или «отнеси это сообщение королеве», — пока он не завершит это дело, после чего вернется к вам, чтобы сообщить о выполнении.<br>
Если вы теряете концентрацию до того, как заклинание закончится, дьявол не исчезает, если он стал невосприимчив к вашим вербальным командам. Вместо этого он действует по своему желанию в течение 3к6 минут и только потом исчезает.<br>
Если у вас есть талисман конкретного дьявола, вы можете призвать этого дьявола, если он имеет соответствующий показатель опасности плюс 1, и он подчиняется всем вашим командам без каких-либо проверок Харизмы.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 6 уровня или выше, показатель опасности увеличивается на 1 за каждый уровень ячейки выше 5.<br>";"колдун(XGE)"
